user,activity_day,number_of_emails_dispatched,nighttime_email_events,number_of_files_interacted,total_logon_attempts,number_of_night_logons,usb_connection_incidents,employee_full_name_tag,employee_user_id_tag,trait_openness_score,trait_conscientiousness_score,trait_extraversion_score,trait_agreeableness_score,trait_neuroticism_score,weekday_index,is_weekend_day,email_volume_change_1d,logon_variation_1d,logon_rolling_average_7d,logon_to_email_event_ratio,usb_to_logon_ratio,file_to_email_ratio,email_volume_volatility_3d,logon_volatility_3d,unsupervised_anomaly_score,unsupervised_threat_flag,label_predicted_threat
AAP0946,2010-01-12,0.0,0.0,0.0,3.0,0.0,0.0,Amaya Amy Patterson,AAP0946,37.0,30.0,13.0,35.0,23.0,1,0,0.0,-1.0,3.4285714285714284,3.0,0.0,0.0,0.0,0.5773502691896257,0.17649214468404445,0,0
AAP0946,2010-01-13,0.0,0.0,0.0,3.0,0.0,0.0,Amaya Amy Patterson,AAP0946,37.0,30.0,13.0,35.0,23.0,2,0,0.0,0.0,3.4285714285714284,3.0,0.0,0.0,0.0,0.5773502691896257,0.1903919187613266,0,0
AAP0946,2010-01-14,0.0,0.0,0.0,5.0,0.0,0.0,Amaya Amy Patterson,AAP0946,37.0,30.0,13.0,35.0,23.0,3,0,0.0,2.0,3.7142857142857144,5.0,0.0,0.0,0.0,1.1547005383792517,0.11527073143852878,0,0
AAP0946,2010-01-15,0.0,0.0,0.0,3.0,0.0,0.0,Amaya Amy Patterson,AAP0946,37.0,30.0,13.0,35.0,23.0,4,0,0.0,-2.0,3.4285714285714284,3.0,0.0,0.0,0.0,1.1547005383792517,0.13610463292354236,0,0
AAP0946,2010-01-18,0.0,0.0,0.0,2.0,0.0,0.0,Amaya Amy Patterson,AAP0946,37.0,30.0,13.0,35.0,23.0,0,0,0.0,-1.0,3.2857142857142856,2.0,0.0,0.0,0.0,1.5275252316519468,0.14280414643241346,0,0
AAP0946,2010-01-19,0.0,0.0,0.0,4.0,0.0,0.0,Amaya Amy Patterson,AAP0946,37.0,30.0,13.0,35.0,23.0,1,0,0.0,2.0,3.4285714285714284,4.0,0.0,0.0,0.0,1.0000000000000004,0.13706011802817902,0,0
AAP0946,2010-01-20,0.0,0.0,0.0,5.0,0.0,0.0,Amaya Amy Patterson,AAP0946,37.0,30.0,13.0,35.0,23.0,2,0,0.0,1.0,3.5714285714285716,5.0,0.0,0.0,0.0,1.527525231651947,0.1110377171987455,0,0
AAR0716,2010-01-04,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,0,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.18201961043609294,0,0
AAR0716,2010-01-05,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,1,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.18569804257873945,0,0
AAR0716,2010-01-06,0.0,0.0,0.0,2.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,2,0,0.0,-1.0,2.6666666666666665,2.0,0.0,0.0,0.0,0.5773502691896257,0.1765961244571727,0,0
AAR0716,2010-01-07,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,3,0,0.0,1.0,2.75,3.0,0.0,0.0,0.0,0.5773502691896257,0.1660127954789672,0,0
AAR0716,2010-01-08,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,4,0,0.0,0.0,2.8,3.0,0.0,0.0,0.0,0.5773502691896257,0.17878384367828276,0,0
AAR0716,2010-01-11,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,0,0,0.0,0.0,2.8333333333333335,3.0,0.0,0.0,0.0,0.0,0.18317561265094684,0,0
AAR0716,2010-01-12,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,1,0,0.0,0.0,2.857142857142857,3.0,0.0,0.0,0.0,0.0,0.18684295631278736,0,0
AAR0716,2010-01-13,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,2,0,0.0,0.0,2.857142857142857,3.0,0.0,0.0,0.0,0.0,0.19045493510884887,0,0
AAR0716,2010-01-14,0.0,0.0,0.0,2.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,3,0,0.0,-1.0,2.7142857142857144,2.0,0.0,0.0,0.0,0.5773502691896257,0.17292368063328856,0,0
AAR0716,2010-01-15,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,4,0,0.0,1.0,2.857142857142857,3.0,0.0,0.0,0.0,0.5773502691896257,0.16199185595678167,0,0
AAR0716,2010-01-18,0.0,0.0,0.0,4.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,0,0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.9999999999999999,0.1173367264009989,0,0
AAR0716,2010-01-19,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,1,0,0.0,-1.0,3.0,3.0,0.0,0.0,0.0,0.5773502691896257,0.16059821246801814,0,0
AAR0716,2010-01-20,0.0,0.0,0.0,3.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,2,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.5773502691896257,0.18371319315173934,0,0
AAR0716,2010-01-21,0.0,0.0,0.0,1.0,0.0,0.0,Amir August Roy,AAR0716,43.0,18.0,44.0,30.0,34.0,3,0,0.0,-2.0,2.7142857142857144,1.0,0.0,0.0,0.0,1.1547005383792517,0.13407203916857885,0,0
AAS0442,2010-01-04,2.0,0.0,0.0,0.0,0.0,0.0,Amal Alexander Shelton,AAS0442,36.0,43.0,22.0,22.0,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905626934752748,0,0
AAS0850,2010-01-04,0.0,0.0,21.0,2.0,0.0,2.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,0,0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.10024249503953325,0,0
AAS0850,2010-01-05,0.0,0.0,0.0,3.0,0.0,0.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,1,0,0.0,1.0,2.5,3.0,0.0,0.0,0.0,0.0,0.15432774519244769,0,0
AAS0850,2010-01-06,0.0,0.0,27.0,3.0,0.0,4.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,2,0,0.0,0.0,2.6666666666666665,3.0,1.3333333333333333,0.0,0.0,0.5773502691896258,0.07751665114295825,0,0
AAS0850,2010-01-07,0.0,0.0,0.0,3.0,0.0,0.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,3,0,0.0,0.0,2.75,3.0,0.0,0.0,0.0,0.0,0.16818361514803232,0,0
AAS0850,2010-01-08,0.0,0.0,0.0,3.0,0.0,4.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,4,0,0.0,0.0,2.8,3.0,1.3333333333333333,0.0,0.0,0.0,0.13481853570764002,0,0
AAS0850,2010-01-11,0.0,0.0,0.0,2.0,0.0,0.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,0,0,0.0,-1.0,2.6666666666666665,2.0,0.0,0.0,0.0,0.5773502691896258,0.14640681021012952,0,0
AAS0850,2010-01-12,0.0,0.0,0.0,3.0,0.0,2.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,1,0,0.0,1.0,2.7142857142857144,3.0,0.6666666666666666,0.0,0.0,0.5773502691896258,0.13395303745271642,0,0
AAS0850,2010-01-13,0.0,0.0,0.0,3.0,0.0,2.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,2,0,0.0,0.0,2.857142857142857,3.0,0.6666666666666666,0.0,0.0,0.5773502691896258,0.14523927871649733,0,0
AAS0850,2010-01-14,0.0,0.0,0.0,2.0,0.0,0.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,3,0,0.0,-1.0,2.7142857142857144,2.0,0.0,0.0,0.0,0.5773502691896258,0.15306465979464612,0,0
AAS0850,2010-01-15,0.0,0.0,0.0,3.0,0.0,0.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,4,0,0.0,1.0,2.7142857142857144,3.0,0.0,0.0,0.0,0.5773502691896258,0.13538572142335126,0,0
AAS0850,2010-01-18,0.0,0.0,0.0,3.0,0.0,1.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,0,0,0.0,0.0,2.7142857142857144,3.0,0.3333333333333333,0.0,0.0,0.5773502691896258,0.14726106212170947,0,0
AAS0850,2010-01-19,0.0,0.0,0.0,3.0,0.0,4.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,1,0,0.0,0.0,2.7142857142857144,3.0,1.3333333333333333,0.0,0.0,0.0,0.1466704045703065,0,0
AAS0850,2010-01-20,0.0,0.0,0.0,3.0,0.0,2.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,2,0,0.0,0.0,2.857142857142857,3.0,0.6666666666666666,0.0,0.0,0.0,0.1541972164727386,0,0
AAS0850,2010-01-22,0.0,0.0,0.0,0.0,0.0,1.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,4,0,0.0,-3.0,2.4285714285714284,0.0,0.0,0.0,0.0,1.7320508075688772,0.07843187178937028,0,0
AAS0850,2010-01-26,0.0,0.0,0.0,0.0,0.0,4.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.7320508075688772,0.10762211935150662,0,0
AAS0850,2010-01-27,0.0,0.0,0.0,0.0,0.0,2.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,2,0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.1571482144704371,0,0
AAS0850,2010-01-28,0.0,0.0,0.0,0.0,0.0,2.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,3,0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.15511738438840833,0,0
AAS0850,2010-01-29,0.0,0.0,0.0,0.0,0.0,2.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,4,0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.14924065210232484,0,0
AAS0850,2010-02-08,0.0,0.0,0.0,0.0,0.0,2.0,Alfreda Aline Sweeney,AAS0850,15.0,22.0,34.0,22.0,40.0,0,0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.14395219660526465,0,0
AAV0450,2010-01-04,1.0,0.0,0.0,0.0,0.0,0.0,Aspen Amber Vinson,AAV0450,44.0,24.0,36.0,41.0,33.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1541741241916097,0,0
AAW0353,2010-01-04,1.0,0.0,0.0,0.0,0.0,0.0,Armando Albert Walter,AAW0353,49.0,45.0,19.0,25.0,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15195228559502993,0,0
ABC0174,2010-01-02,15.0,0.0,0.0,0.0,0.0,0.0,Allegra Bree Coffey,ABC0174,15.0,41.0,34.0,13.0,32.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011644268222363086,1,1
ABC0174,2010-01-04,13.0,0.0,0.0,0.0,0.0,0.0,Allegra Bree Coffey,ABC0174,15.0,41.0,34.0,13.0,32.0,0,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037209543809157974,0,0
ABC0253,2010-01-04,3.0,0.0,0.0,0.0,0.0,0.0,Alec Boris Chase,ABC0253,21.0,15.0,41.0,30.0,28.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13871654884048862,0,0
ABG0865,2010-01-02,0.0,0.0,0.0,2.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,5,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1037345803804744,0,0
ABG0865,2010-01-03,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,6,1,0.0,1.0,2.5,3.0,0.0,0.0,0.0,0.0,0.06172663337122608,0,0
ABG0865,2010-01-04,0.0,0.0,0.0,4.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,0,0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.10742227178946423,0,0
ABG0865,2010-01-05,0.0,0.0,0.0,5.0,2.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,1,0,0.0,1.0,3.5,5.0,0.0,0.0,0.0,1.0,0.06236302988992537,0,0
ABG0865,2010-01-06,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,2,0,0.0,-2.0,3.4,3.0,0.0,0.0,0.0,1.0,0.1228787736286554,0,0
ABG0865,2010-01-07,0.0,0.0,0.0,4.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,3,0,0.0,1.0,3.5,4.0,0.0,0.0,0.0,1.0,0.11645313962414644,0,0
ABG0865,2010-01-08,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,4,0,0.0,-1.0,3.4285714285714284,3.0,0.0,0.0,0.0,0.5773502691896258,0.1446630502705356,0,0
ABG0865,2010-01-09,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,5,1,0.0,0.0,3.5714285714285716,3.0,0.0,0.0,0.0,0.5773502691896258,0.08325046651757173,0,0
ABG0865,2010-01-10,0.0,0.0,0.0,5.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,6,1,0.0,2.0,3.857142857142857,5.0,0.0,0.0,0.0,1.1547005383792517,0.002847333560206833,0,0
ABG0865,2010-01-11,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,0,0,0.0,-2.0,3.7142857142857144,3.0,0.0,0.0,0.0,1.1547005383792517,0.10337742301329828,0,0
ABG0865,2010-01-12,0.0,0.0,0.0,4.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,1,0,0.0,1.0,3.5714285714285716,4.0,0.0,0.0,0.0,1.0,0.10985675557045083,0,0
ABG0865,2010-01-13,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,2,0,0.0,-1.0,3.5714285714285716,3.0,0.0,0.0,0.0,0.577350269189626,0.15139528192376173,0,0
ABG0865,2010-01-14,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,3,0,0.0,0.0,3.4285714285714284,3.0,0.0,0.0,0.0,0.577350269189626,0.16453616002197335,0,0
ABG0865,2010-01-15,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,4,0,0.0,0.0,3.4285714285714284,3.0,0.0,0.0,0.0,0.0,0.15871284014967735,0,0
ABG0865,2010-01-16,0.0,0.0,0.0,4.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,5,1,0.0,1.0,3.5714285714285716,4.0,0.0,0.0,0.0,0.577350269189626,0.05471960309263724,0,0
ABG0865,2010-01-17,0.0,0.0,0.0,5.0,2.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,6,1,0.0,1.0,3.5714285714285716,5.0,0.0,0.0,0.0,1.0,-0.007824502167246394,1,1
ABG0865,2010-01-18,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,0,0,0.0,-2.0,3.5714285714285716,3.0,0.0,0.0,0.0,1.0,0.11238290704653309,0,0
ABG0865,2010-01-19,0.0,0.0,0.0,3.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,1,0,0.0,0.0,3.4285714285714284,3.0,0.0,0.0,0.0,1.1547005383792517,0.14238619973382272,0,0
ABG0865,2010-01-20,0.0,0.0,0.0,4.0,0.0,0.0,Anthony Bruce Graham,ABG0865,46.0,36.0,18.0,38.0,42.0,2,0,0.0,1.0,3.5714285714285716,4.0,0.0,0.0,0.0,0.5773502691896257,0.12162069103218554,0,0
ABH0663,2010-01-04,3.0,0.0,0.0,0.0,0.0,0.0,Alan Benjamin Holder,ABH0663,47.0,49.0,41.0,11.0,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11723588715936356,0,0
ABH0821,2010-01-03,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,6,1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.09842835711475006,0,0
ABH0821,2010-01-04,0.0,0.0,1.0,2.0,0.0,2.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,0,0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.17886450744439453,0,0
ABH0821,2010-01-05,0.0,0.0,0.0,4.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,1,0,0.0,2.0,2.6666666666666665,4.0,0.0,0.0,0.0,1.1547005383792517,0.12547903719350517,0,0
ABH0821,2010-01-06,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,2,0,0.0,-2.0,2.5,2.0,0.0,0.0,0.0,1.1547005383792517,0.1576151234891232,0,0
ABH0821,2010-01-07,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,3,0,0.0,0.0,2.4,2.0,0.0,0.0,0.0,1.1547005383792517,0.1851830058583272,0,0
ABH0821,2010-01-08,0.0,0.0,0.0,4.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,4,0,0.0,2.0,2.6666666666666665,4.0,0.0,0.0,0.0,1.1547005383792517,0.12494816017768562,0,0
ABH0821,2010-01-09,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,5,1,0.0,-2.0,2.5714285714285716,2.0,0.0,0.0,0.0,1.1547005383792517,0.06989769748129998,0,0
ABH0821,2010-01-10,0.0,0.0,0.0,2.0,0.0,2.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,6,1,0.0,0.0,2.5714285714285716,2.0,1.0,0.0,0.0,1.1547005383792517,0.06901387649525514,0,0
ABH0821,2010-01-11,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,0,0,0.0,0.0,2.5714285714285716,2.0,0.0,0.0,0.0,0.0,0.19819469416466473,0,0
ABH0821,2010-01-12,0.0,0.0,0.0,2.0,0.0,4.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,1,0,0.0,0.0,2.2857142857142856,2.0,2.0,0.0,0.0,0.0,0.17436140801806344,0,0
ABH0821,2010-01-13,0.0,0.0,0.0,4.0,0.0,4.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,2,0,0.0,2.0,2.5714285714285716,4.0,1.0,0.0,0.0,1.1547005383792517,0.11555089089019893,0,0
ABH0821,2010-01-14,0.0,0.0,0.0,4.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,3,0,0.0,0.0,2.857142857142857,4.0,0.0,0.0,0.0,1.1547005383792517,0.15285555735046868,0,0
ABH0821,2010-01-15,0.0,0.0,0.0,2.0,0.0,4.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,4,0,0.0,-2.0,2.5714285714285716,2.0,2.0,0.0,0.0,1.1547005383792517,0.12490040294348587,0,0
ABH0821,2010-01-16,0.0,0.0,0.0,2.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,5,1,0.0,0.0,2.5714285714285716,2.0,0.0,0.0,0.0,1.1547005383792517,0.09622724783512798,0,0
ABH0821,2010-01-18,0.0,0.0,0.0,4.0,0.0,0.0,Akeem Brent Holland,ABH0821,15.0,35.0,37.0,26.0,30.0,0,0,0.0,2.0,2.857142857142857,4.0,0.0,0.0,0.0,1.1547005383792517,0.1150082987240012,0,0
